#,Title,URL,State,Labels,# of Labels,Assignees,# of Assignees,# of Comments,Closed at,Created at,Locked
886,ninja not build on armv71,https://github.com/ninja-build/ninja/issues/886,closed,[],0,[],0,4,2014-12-31 17:13:56,2014-12-31 06:24:00,False
880,configure.py writes partial manifest if interrupted halfway through,https://github.com/ninja-build/ninja/issues/880,open,[],0,[],0,7,,2014-12-06 22:01:28,False
877,python error in configure.py and python3,https://github.com/ninja-build/ninja/issues/877,closed,[],0,[],0,1,2014-12-03 16:17:14,2014-12-03 10:18:45,False
876,depfile parser could be smarter about linebreaks,https://github.com/ninja-build/ninja/issues/876,open,[],0,[],0,2,,2014-12-03 05:24:36,False
875,Crash if depfile adds dependency between several outputs of an edge,https://github.com/ninja-build/ninja/issues/875,closed,[],0,[],0,9,2014-12-09 21:50:15,2014-12-03 05:13:15,False
874,Restat rules that generate build.ninja can crash ninja,https://github.com/ninja-build/ninja/issues/874,closed,[],0,[],0,7,2014-12-04 02:17:29,2014-12-03 03:41:02,False
869,compdb tool inconsistently escapes backslashes,https://github.com/ninja-build/ninja/issues/869,open,[],0,[],0,6,,2014-11-24 18:28:44,False
867,Crash on manifest with duplicate input rules,https://github.com/ninja-build/ninja/issues/867,closed,[],0,[],0,16,2015-03-15 23:49:24,2014-11-23 20:52:42,False
860,[RFC] rename to ninja-build,https://github.com/ninja-build/ninja/issues/860,closed,[],0,[],0,7,2014-11-21 03:27:42,2014-11-20 21:36:24,False
855,Restat race condition (?),https://github.com/ninja-build/ninja/issues/855,closed,[],0,[],0,1,2014-11-14 22:11:16,2014-11-14 21:17:28,False
846,ninja thinks there is work to do when there is none,https://github.com/ninja-build/ninja/issues/846,closed,[],0,[],0,4,2014-11-07 00:48:19,2014-11-05 17:45:07,False
843,"#840 broke cmdcldeps, possibly others",https://github.com/ninja-build/ninja/issues/843,closed,[],0,[],0,12,2014-11-12 20:50:28,2014-11-01 19:43:51,False
833,Feature request: continuous mode,https://github.com/ninja-build/ninja/issues/833,open,"[Label(name=""feature"")]",1,[],0,2,,2014-10-23 13:22:32,False
832,compdb tool doesn't work well on Windows,https://github.com/ninja-build/ninja/issues/832,closed,[],0,[],0,5,2014-10-26 20:38:53,2014-10-17 03:44:11,False
830,Build doesn't fail when stat() fails,https://github.com/ninja-build/ninja/issues/830,closed,[],0,[],0,1,2015-03-19 17:13:43,2014-10-14 14:42:00,False
829,largefile (LFS) issues,https://github.com/ninja-build/ninja/issues/829,open,[],0,[],0,17,,2014-10-13 21:14:52,False
828,ninja: error: remove(someDirectory) Permission denied. Windows,https://github.com/ninja-build/ninja/issues/828,closed,"[Label(name=""windows""), Label(name=""bug"")]",2,[],0,6,2021-09-16 12:53:44,2014-10-09 06:48:09,False
826,QNX 6.5.0 Windows woes,https://github.com/ninja-build/ninja/issues/826,closed,[],0,[],0,4,2014-10-02 11:59:36,2014-10-01 11:29:10,False
824,MSVC dependency parsing fails when run from inside MSVC IDE,https://github.com/ninja-build/ninja/issues/824,closed,[],0,[],0,2,2020-02-17 18:30:32,2014-09-23 04:16:04,False
821,Better debug output for `multiple rules generate (...)`,https://github.com/ninja-build/ninja/issues/821,closed,[],0,[],0,4,2014-09-21 23:44:02,2014-09-19 07:36:38,False
814,Add colored diagnostics support for GCC (>=4.9),https://github.com/ninja-build/ninja/issues/814,closed,[],0,[],0,2,2014-09-17 06:03:38,2014-09-16 16:23:06,False
811,Non-ASCII characters should be allowed in filenames for dependency files.,https://github.com/ninja-build/ninja/issues/811,closed,[],0,[],0,3,2018-04-05 18:59:20,2014-09-10 18:04:54,False
807,ninja generates a useless error with some malformed build.ninja files,https://github.com/ninja-build/ninja/issues/807,closed,[],0,[],0,2,2014-09-04 02:33:51,2014-09-03 21:26:23,False
806,Commit 395f4c broke Cygwin compatibility,https://github.com/ninja-build/ninja/issues/806,closed,[],0,[],0,13,2015-09-23 18:15:17,2014-08-25 11:14:49,False
805,Segfault in DepsLog parsing,https://github.com/ninja-build/ninja/issues/805,closed,[],0,[],0,10,2014-08-27 00:48:27,2014-08-20 21:40:28,False
804,Allow variable substitutions in include/subninja config file statements,https://github.com/ninja-build/ninja/issues/804,open,[],0,[],0,1,,2014-08-08 08:39:53,False
801,Extra backslashes before file name will cause ninja stat file incorrectly,https://github.com/ninja-build/ninja/issues/801,closed,[],0,[],0,5,2014-09-22 00:26:37,2014-08-04 08:41:10,False
797,request: new environment variable NINJA_OPTIONS (or NINJA_FLAGS),https://github.com/ninja-build/ninja/issues/797,closed,[],0,[],0,11,2018-01-01 00:12:01,2014-07-21 19:40:00,False
796,Ninja/cmake/clang does not track dependencies correctly.,https://github.com/ninja-build/ninja/issues/796,closed,[],0,[],0,6,2014-07-12 23:20:53,2014-07-12 23:17:28,False
795,DiskInterface::Stat() needs to deal with inconvenient mtimes,https://github.com/ninja-build/ninja/issues/795,closed,[],0,[],0,8,2017-06-20 15:12:39,2014-07-01 18:16:07,False
794,gcc dependency parsing breaks with relative paths,https://github.com/ninja-build/ninja/issues/794,closed,[],0,[],0,8,2014-10-30 23:35:33,2014-06-30 19:14:33,False
793,Fix Bootstrap on Mingw64 via MSYS2,https://github.com/ninja-build/ninja/issues/793,closed,[],0,[],0,4,2017-08-18 14:47:55,2014-06-29 01:31:44,False
787,Experiment with getdirentriesattr,https://github.com/ninja-build/ninja/issues/787,open,[],0,[],0,2,,2014-06-26 23:09:35,False
775,Option for noise-is-failure,https://github.com/ninja-build/ninja/issues/775,open,[],0,[],0,8,,2014-06-12 22:39:17,False
773,Ninja adds extra CR to subprocess output on Windows yielding CR CR LF,https://github.com/ninja-build/ninja/issues/773,closed,[],0,[],0,9,2017-06-14 21:51:01,2014-06-04 16:24:25,False
765,Deep nesting causes stackoverflow in windows,https://github.com/ninja-build/ninja/issues/765,open,"[Label(name=""bug"")]",1,[],0,2,,2014-05-16 17:26:47,False
760,Ninja scans dependencies before order-only dependencies are run,https://github.com/ninja-build/ninja/issues/760,closed,[],0,[],0,25,2018-11-02 08:29:37,2014-05-06 19:59:40,False
759,[RFE] binpack available jobs by historical timings,https://github.com/ninja-build/ninja/issues/759,closed,[],0,[],0,3,2014-05-05 22:58:01,2014-05-05 20:05:14,False
752,\r\n in dep files under windows + cygwin breaks ninja,https://github.com/ninja-build/ninja/issues/752,closed,[],0,[],0,4,2014-05-01 15:50:21,2014-04-29 10:04:11,False
746,Root bug for outstanding display/output issues/requests,https://github.com/ninja-build/ninja/issues/746,closed,[],0,[],0,14,2018-11-14 17:10:51,2014-04-25 00:35:05,False
735,Remove -t msvc,https://github.com/ninja-build/ninja/issues/735,open,"[Label(name=""windows"")]",1,[],0,2,,2014-04-14 21:58:20,False
730,"Depfiles do not work for escaped output filenames, breaking c deps ",https://github.com/ninja-build/ninja/issues/730,closed,[],0,[],0,7,2014-05-29 23:58:09,2014-04-07 05:27:48,False
729,Weird behavior non-existent variables and the ninja log,https://github.com/ninja-build/ninja/issues/729,open,[],0,[],0,3,,2014-04-03 16:09:27,False
720,Variables don't work in order-only dependency list,https://github.com/ninja-build/ninja/issues/720,open,[],0,[],0,5,,2014-03-10 22:28:57,False
719,ninja should warn when encountering timestamps that lie in the future,https://github.com/ninja-build/ninja/issues/719,open,"[Label(name=""feature"")]",1,[],0,1,,2014-02-27 19:19:25,False
718,"More user-friendly reports for ""multiple rules generate targetname""",https://github.com/ninja-build/ninja/issues/718,closed,[],0,[],0,5,2018-04-05 19:05:32,2014-02-26 09:13:02,False
717,curses-based rule progress indicator,https://github.com/ninja-build/ninja/issues/717,open,"[Label(name=""frontend"")]",1,[],0,1,,2014-02-18 15:58:39,False
713,Support color in NINJA_STATUS,https://github.com/ninja-build/ninja/issues/713,open,"[Label(name=""feature""), Label(name=""frontend"")]",2,[],0,6,,2014-01-28 16:38:37,False
712,Feature: Command line tab completion of build targets,https://github.com/ninja-build/ninja/issues/712,closed,[],0,[],0,1,2014-01-28 17:58:40,2014-01-28 12:18:13,False
700,Error when creating output files,https://github.com/ninja-build/ninja/issues/700,closed,[],0,[],0,5,2014-01-09 08:27:35,2014-01-08 17:52:10,False
696,util.h defines _snprintf as snprintf on windows,https://github.com/ninja-build/ninja/issues/696,open,[],0,[],0,3,,2013-12-21 06:50:20,False
694,"depfile parser's ""span of plain text"" regex has a typo, might be wrong?",https://github.com/ninja-build/ninja/issues/694,closed,[],0,[],0,1,2013-12-13 21:02:40,2013-12-13 12:04:17,False
689,Shell control characters aren't escaped in $in and $out,https://github.com/ninja-build/ninja/issues/689,closed,[],0,[],0,13,2014-08-20 22:53:46,2013-11-24 12:41:44,False
687,"$in, $out, $in_newline don't work in variables set on build edges (only on rules)",https://github.com/ninja-build/ninja/issues/687,open,[],0,[],0,0,,2013-11-17 10:55:11,False
684,Feature request: Actions,https://github.com/ninja-build/ninja/issues/684,closed,[],0,[],0,1,2013-10-31 19:36:16,2013-10-30 16:33:06,False
681,Tweak target spellchecking heuristic,https://github.com/ninja-build/ninja/issues/681,open,[],0,[],0,4,,2013-10-24 19:21:10,False
680,Makefile -> build.ninja; is that even possible?,https://github.com/ninja-build/ninja/issues/680,closed,[],0,[],0,5,2013-10-24 19:16:59,2013-10-24 18:07:53,False
677,Depfile Parser: error for object files with spaces in path,https://github.com/ninja-build/ninja/issues/677,closed,[],0,[],0,5,2013-10-24 18:07:38,2013-10-22 08:27:13,False
675,Windows: support PATHEXT,https://github.com/ninja-build/ninja/issues/675,closed,[],0,[],0,7,2018-11-16 12:18:00,2013-10-20 13:32:08,False
673,configure.py/bootstrap.py uses CXX with CFLAGS ,https://github.com/ninja-build/ninja/issues/673,closed,[],0,[],0,3,2013-10-21 06:26:33,2013-10-19 02:32:37,False
669,Compiling as C++11 code improves performance,https://github.com/ninja-build/ninja/issues/669,closed,[],0,[],0,1,2019-06-04 20:31:39,2013-10-16 22:16:56,False
666,error opening build log,https://github.com/ninja-build/ninja/issues/666,closed,"[Label(name=""windows""), Label(name=""bug"")]",2,[],0,9,2020-02-05 10:30:20,2013-10-16 16:37:50,False
664,depfiles should be handled more intelligently during dependency cycle computation,https://github.com/ninja-build/ninja/issues/664,open,[],0,[],0,8,,2013-10-11 16:04:43,False
663,Throttle rate of output messages,https://github.com/ninja-build/ninja/issues/663,open,"[Label(name=""frontend"")]",1,[],0,10,,2013-10-11 00:55:37,False
662,Provide a direct download for prebuilt binaries.,https://github.com/ninja-build/ninja/issues/662,closed,[],0,[],0,1,2013-10-09 15:56:51,2013-10-09 15:03:58,False
661,Old outputs are never cleaned from .ninja_log,https://github.com/ninja-build/ninja/issues/661,closed,[],0,[],0,8,2014-01-07 00:17:14,2013-09-25 00:27:41,False
652,"redundant rebuild with restat: martine#144 reoccurs with ""deps = gcc"" dependencies type",https://github.com/ninja-build/ninja/issues/652,open,[],0,[],0,0,,2013-09-05 18:36:01,False
646,Don't cache output when only one job is running,https://github.com/ninja-build/ninja/issues/646,closed,[],0,[],0,3,2013-09-06 22:05:43,2013-08-31 13:11:27,False
643,Minor problem with multiple targets and 'restat',https://github.com/ninja-build/ninja/issues/643,open,[],0,[],0,3,,2013-08-27 21:36:05,False
638,build status progress printing is broken,https://github.com/ninja-build/ninja/issues/638,closed,[],0,[],0,4,2013-08-22 23:20:13,2013-08-22 19:41:30,False
637,Building on OS X Mavericks,https://github.com/ninja-build/ninja/issues/637,closed,[],0,[],0,4,2013-09-12 17:00:41,2013-08-20 18:32:41,False
636,Ninja command hashing could use the newer MurmurHash3 function,https://github.com/ninja-build/ninja/issues/636,open,[],0,[],0,8,,2013-08-14 03:03:55,False
630,Ninja load average -l option needs documenting,https://github.com/ninja-build/ninja/issues/630,open,[],0,[],0,6,,2013-08-04 19:33:51,False
620,Race condition with mspdbsrv sometimes causes Windows builds to fail.,https://github.com/ninja-build/ninja/issues/620,closed,[],0,[],0,8,2013-11-27 07:08:29,2013-07-10 20:53:47,False
618,"crosscompile linux->win32 fails with ""CreateProcess failed: The system cannot find the file specified.""",https://github.com/ninja-build/ninja/issues/618,closed,[],0,[],0,6,2020-02-05 11:13:08,2013-07-10 10:50:51,False
613,Tons of include file notices when building with Chinese version of Visual Studio 2010,https://github.com/ninja-build/ninja/issues/613,open,"[Label(name=""windows""), Label(name=""bug"")]",2,[],0,37,,2013-07-05 05:12:27,False
605,ninja misbehaves with 'deps = gcc' for a file with a very large number of dependencies in .d,https://github.com/ninja-build/ninja/issues/605,closed,[],0,[],0,6,2013-08-28 21:05:05,2013-06-25 08:39:14,False
604,deps log recovery (truncate) is performed even in dry run mode,https://github.com/ninja-build/ninja/issues/604,open,[],0,[],0,4,,2013-06-24 20:37:17,False
603,"redundant rebuilds with deps, restat=1 rules and an existing build tree",https://github.com/ninja-build/ninja/issues/603,closed,[],0,[],0,6,2013-09-02 22:53:44,2013-06-23 19:34:36,False
602,add overrides of file-level variables via ninja command line,https://github.com/ninja-build/ninja/issues/602,closed,[],0,[],0,1,2013-08-26 19:27:54,2013-06-22 09:01:47,False
600,Install error on Mavericks with XCode 5-DP,https://github.com/ninja-build/ninja/issues/600,closed,[],0,[],0,5,2013-07-01 15:30:59,2013-06-20 20:11:00,False
595,deps_log file corruption,https://github.com/ninja-build/ninja/issues/595,closed,[],0,[],0,14,2013-08-26 23:12:38,2013-06-11 22:03:27,False
594,Ninja segfault with missing var in description,https://github.com/ninja-build/ninja/issues/594,closed,[],0,[],0,6,2018-11-15 21:36:41,2013-06-06 17:46:35,False
590,"In deps mode, inputs from a deps file are not told about their out edges",https://github.com/ninja-build/ninja/issues/590,closed,[],0,[],0,1,2013-06-04 03:34:44,2013-06-03 22:53:23,False
587,build fails on win7 32bit using mingw-w64 g++ 4.8.0,https://github.com/ninja-build/ninja/issues/587,closed,[],0,[],0,0,2013-05-25 15:30:58,2013-05-25 14:06:20,False
584,var args spellcheck crashes in Visual Studio built ninja on Windows,https://github.com/ninja-build/ninja/issues/584,closed,[],0,[],0,4,2013-05-24 01:25:38,2013-05-23 13:25:22,False
580,The caret character is a special in cmd.exe on Windows,https://github.com/ninja-build/ninja/issues/580,open,[],0,[],0,5,,2013-05-22 12:18:38,False
575,deps=msvc doesn't work well with -t msvc,https://github.com/ninja-build/ninja/issues/575,closed,[],0,[],0,4,2013-05-20 18:17:29,2013-05-17 21:27:33,False
564,bootstrapping does not work under Windows,https://github.com/ninja-build/ninja/issues/564,closed,[],0,[],0,6,2013-04-30 22:45:16,2013-04-30 22:17:52,False
554,"deps log recompaction not hooked up, also not working right",https://github.com/ninja-build/ninja/issues/554,closed,[],0,[],0,4,2013-05-01 18:11:08,2013-04-29 04:36:35,False
553,deps can be corrupted when build is interrupted,https://github.com/ninja-build/ninja/issues/553,closed,"[Label(name=""bug"")]",1,[],0,4,2013-06-17 18:21:56,2013-04-22 15:27:41,False
551,Dry run mode is broken,https://github.com/ninja-build/ninja/issues/551,closed,[],0,[],0,1,2013-04-22 15:05:10,2013-04-21 14:13:53,False
546,-d stats has performance impact on Windows (vmware?),https://github.com/ninja-build/ninja/issues/546,open,"[Label(name=""windows""), Label(name=""bug"")]",2,[],0,1,,2013-04-15 23:08:52,False
545,Show subcommand output as it happens when only running one command,https://github.com/ninja-build/ninja/issues/545,closed,[],0,[],0,17,2014-06-27 16:32:43,2013-04-15 22:13:12,False
544,ninja performance regressed ~7% since v1.1.0,https://github.com/ninja-build/ninja/issues/544,open,[],0,[],0,15,,2013-04-14 04:59:03,False
543,"Sometimes bogus ""multiple rules generate"" warning",https://github.com/ninja-build/ninja/issues/543,closed,[],0,[],0,4,2013-04-19 21:40:11,2013-04-13 22:03:14,False
542,Repeated CreateProcess() failures runs past -k limit,https://github.com/ninja-build/ninja/issues/542,open,"[Label(name=""windows""), Label(name=""bug"")]",2,[],0,0,,2013-04-13 19:41:46,False
536,error output is noisy after depslog,https://github.com/ninja-build/ninja/issues/536,closed,[],0,[],0,2,2013-04-19 21:25:14,2013-04-09 17:51:02,False
533,"SubprocessTest.InterruptParent is flaky, at least on mac",https://github.com/ninja-build/ninja/issues/533,closed,[],0,[],0,2,2013-04-09 15:56:10,2013-04-09 05:31:59,False
528,Make gtest less verbose,https://github.com/ninja-build/ninja/issues/528,closed,[],0,[],0,2,2013-04-09 16:00:27,2013-04-08 22:47:01,False
500,dep-pipeless branch doesn't build correctly in non-pipe mode,https://github.com/ninja-build/ninja/issues/500,closed,[],0,[],0,1,2013-04-04 21:25:20,2013-02-18 15:51:01,False
495,Request for add files ninja.vim and bash_completation/ninja in RPM package.,https://github.com/ninja-build/ninja/issues/495,closed,[],0,[],0,0,2013-02-07 19:27:38,2013-02-07 17:25:28,False
494,Problems when try to make rpm package using rpmbuild.sh,https://github.com/ninja-build/ninja/issues/494,closed,[],0,[],0,1,2013-02-07 19:27:48,2013-02-07 17:07:30,False
492,No error checking on write of depfile on Windows,https://github.com/ninja-build/ninja/issues/492,closed,[],0,[],0,0,2013-02-16 23:07:12,2013-02-06 18:37:59,False
488,update ninja manual on github pages,https://github.com/ninja-build/ninja/issues/488,closed,[],0,[],0,3,2013-02-01 18:34:58,2013-01-23 02:18:30,False
487,Version the manual,https://github.com/ninja-build/ninja/issues/487,closed,[],0,[],0,1,2013-02-01 18:34:40,2013-01-17 16:41:25,False
486,Use SetConsoleTextAttribute on Windows to simulate color,https://github.com/ninja-build/ninja/issues/486,closed,"[Label(name=""feature""), Label(name=""windows"")]",2,[],0,7,2018-10-29 17:20:32,2013-01-15 20:18:33,False
481,"Murmur has does unaligned memory accesses, breaking SPARC ",https://github.com/ninja-build/ninja/issues/481,closed,"[Label(name=""bug"")]",1,[],0,13,2013-07-08 19:00:26,2013-01-07 07:02:51,False
480,"Add a `-q` ""quiet"" option.",https://github.com/ninja-build/ninja/issues/480,closed,"[Label(name=""frontend"")]",1,[],0,8,2021-05-08 17:42:36,2013-01-06 03:23:09,False
476,Experiment with FindFirstFile for mtimes,https://github.com/ninja-build/ninja/issues/476,closed,"[Label(name=""windows"")]",1,[],0,13,2014-10-31 20:24:31,2012-12-27 21:03:04,False
468,subprocess opens stdin to /dev/null incorrectly,https://github.com/ninja-build/ninja/issues/468,closed,"[Label(name=""bug"")]",1,[],0,1,2012-12-21 02:02:33,2012-12-11 03:39:20,False
466,A way to get the command for just a single target would be cool,https://github.com/ninja-build/ninja/issues/466,open,"[Label(name=""feature"")]",1,[],0,2,,2012-12-01 23:24:33,False
465,Ninja -t browse leaves socket open,https://github.com/ninja-build/ninja/issues/465,open,"[Label(name=""bug""), Label(name=""help wanted"")]",2,[],0,3,,2012-11-27 18:46:07,False
463,ninja doesn't handle clock skew well,https://github.com/ninja-build/ninja/issues/463,closed,[],0,[],0,7,2012-12-14 18:14:21,2012-11-15 20:56:47,False
462,Ninja doesn't accept some charaters in variable names (eg. +),https://github.com/ninja-build/ninja/issues/462,open,"[Label(name=""bug"")]",1,[],0,3,,2012-11-12 10:24:26,False
444,g_metrics pointer is leaked,https://github.com/ninja-build/ninja/issues/444,closed,"[Label(name=""bug"")]",1,[],0,4,2020-02-05 08:31:40,2012-10-10 16:14:31,False
442,Estimated build times (new feature suggestion),https://github.com/ninja-build/ninja/issues/442,closed,"[Label(name=""feature"")]",1,[],0,1,2012-12-30 06:23:32,2012-10-10 10:27:23,False
432,Verify tool suggestion,https://github.com/ninja-build/ninja/issues/432,open,"[Label(name=""feature"")]",1,[],0,3,,2012-09-27 10:32:34,False
431,"Ninja needs a special build var to set the current working directory, like builddir",https://github.com/ninja-build/ninja/issues/431,closed,"[Label(name=""feature"")]",1,[],0,2,2012-11-09 13:33:32,2012-09-26 16:56:00,False
430,Ninja should exit with a distinct exit status if user-terminated,https://github.com/ninja-build/ninja/issues/430,open,"[Label(name=""bug"")]",1,[],0,4,,2012-09-26 08:42:06,False
429,"It's ninja issue, or CMake problem?",https://github.com/ninja-build/ninja/issues/429,closed,[],0,[],0,3,2012-09-26 18:27:53,2012-09-24 09:01:49,False
425,-t msvc doesn't handle spaces in filenames,https://github.com/ninja-build/ninja/issues/425,closed,[],0,[],0,0,2012-09-21 17:16:44,2012-09-19 23:29:36,False
424,"Nested phony rules causes ""ninja: no work to do"" to be suppressed",https://github.com/ninja-build/ninja/issues/424,closed,"[Label(name=""bug"")]",1,[],0,8,2013-08-11 00:25:54,2012-09-18 12:07:37,False
423,Duplicate header deps in gcc depfiles,https://github.com/ninja-build/ninja/issues/423,closed,"[Label(name=""bug"")]",1,[],0,3,2020-01-30 11:29:05,2012-09-17 22:55:40,False
420,"-C option creates unwanted chdir message, add -q quiet option (patch attached)",https://github.com/ninja-build/ninja/issues/420,closed,"[Label(name=""frontend"")]",1,[],0,10,2021-05-08 17:43:32,2012-09-17 08:08:50,False
418,Header deps are duplicated on Windows,https://github.com/ninja-build/ninja/issues/418,closed,[],0,[],0,2,2012-09-17 22:55:52,2012-09-14 21:57:46,False
417,Mark output dirty if .d file doesn't match,https://github.com/ninja-build/ninja/issues/417,closed,[],0,[],0,14,2015-03-17 01:21:15,2012-09-14 18:12:44,False
413,Automatically use pager for failed output,https://github.com/ninja-build/ninja/issues/413,open,"[Label(name=""feature""), Label(name=""frontend"")]",2,[],0,4,,2012-09-10 09:10:59,False
410,"Doesn't build on windows because of transform(..., toupper), includes_normalize-win32.cc",https://github.com/ninja-build/ninja/issues/410,closed,[],0,[],0,1,2012-09-07 20:27:37,2012-09-03 14:29:01,False
404,ninja: target with 'depfile' specified is not rebuilt when depfile is missing,https://github.com/ninja-build/ninja/issues/404,closed,[],0,[],0,0,2012-08-30 19:38:12,2012-08-29 19:41:27,False
402,Changing just the case of a filename breaks builds (Mac/Win only presumably),https://github.com/ninja-build/ninja/issues/402,closed,[],0,[],0,9,2012-09-09 08:39:27,2012-08-23 17:20:52,False
396,head does still not compile on macos 10.5 with gcc4.7,https://github.com/ninja-build/ninja/issues/396,closed,[],0,[],0,1,2012-08-08 18:52:58,2012-08-03 16:50:42,False
395,Warn when phony rules mention variables,https://github.com/ninja-build/ninja/issues/395,open,"[Label(name=""bug"")]",1,[],0,2,,2012-08-02 13:40:22,False
394,Document that tabs/crlfs are not allowed in ninja files,https://github.com/ninja-build/ninja/issues/394,closed,"[Label(name=""bug"")]",1,[],0,3,2012-08-10 17:59:58,2012-08-02 13:03:23,False
392,Error setting builddir to a nested path which doesn't yet exist,https://github.com/ninja-build/ninja/issues/392,closed,"[Label(name=""bug"")]",1,[],0,0,2012-08-07 21:11:29,2012-08-01 16:59:54,False
390,Shortcomings of current quoting scheme for $in/$out,https://github.com/ninja-build/ninja/issues/390,open,"[Label(name=""bug"")]",1,[],0,5,,2012-07-31 20:52:38,False
386,Load average (-l flag) doesn't work on Windows,https://github.com/ninja-build/ninja/issues/386,closed,"[Label(name=""windows""), Label(name=""bug"")]",2,[],0,1,2014-09-22 00:28:28,2012-07-28 20:27:47,False
384,SubprocessTest.SetWithLots fails on OS X,https://github.com/ninja-build/ninja/issues/384,closed,"[Label(name=""bug"")]",1,[],0,1,2012-07-28 20:19:37,2012-07-28 17:06:59,False
380,repetitive rebuilds rebuild browse.o every time,https://github.com/ninja-build/ninja/issues/380,closed,[],0,[],0,10,2012-07-28 18:08:14,2012-07-28 11:57:15,False
379,After cleaning ninja can not be bootstrapped,https://github.com/ninja-build/ninja/issues/379,closed,[],0,[],0,2,2012-07-28 18:06:29,2012-07-28 11:48:49,False
377,fix error and prevent warning GetTimeMillis(),https://github.com/ninja-build/ninja/issues/377,closed,[],0,[],0,1,2012-07-27 20:09:14,2012-07-27 20:04:11,False
376,Use better logic for picking which node to build first,https://github.com/ninja-build/ninja/issues/376,open,"[Label(name=""feature"")]",1,[],0,15,,2012-07-27 19:42:53,False
375,"""graph"" tool needs to escape backslashes in output",https://github.com/ninja-build/ninja/issues/375,open,"[Label(name=""bug"")]",1,[],0,0,,2012-07-27 19:40:03,False
374,"""smart"" output (e.g. overprinting) doesn't work under cygwin",https://github.com/ninja-build/ninja/issues/374,open,"[Label(name=""windows""), Label(name=""bug""), Label(name=""frontend"")]",3,[],0,0,,2012-07-27 19:28:53,False
373,ninja -t browse needs to pass ninja flags/environment to subprocess,https://github.com/ninja-build/ninja/issues/373,open,"[Label(name=""bug"")]",1,[],0,0,,2012-07-27 19:25:36,False
372,Support mingw cross-compile,https://github.com/ninja-build/ninja/issues/372,closed,"[Label(name=""feature"")]",1,[],0,1,2020-06-03 13:37:56,2012-07-27 18:36:26,False
371,Use sub-1s resolution in timestamps,https://github.com/ninja-build/ninja/issues/371,closed,"[Label(name=""feature"")]",1,[],0,7,2017-10-20 17:18:17,2012-07-27 18:35:29,False
370,Include subninja/included files in dependency graph,https://github.com/ninja-build/ninja/issues/370,open,"[Label(name=""feature"")]",1,[],0,6,,2012-07-27 18:30:13,False
362,Manual lies about `-t clean` not cleaning depfiles,https://github.com/ninja-build/ninja/issues/362,closed,[],0,[],0,4,2012-07-18 00:57:25,2012-07-16 09:50:24,False
360,Upper case versus lower case.,https://github.com/ninja-build/ninja/issues/360,closed,[],0,[],0,2,2012-07-27 19:57:07,2012-07-12 15:15:04,False
358,Remove #pragma once from our header files.,https://github.com/ninja-build/ninja/issues/358,closed,[],0,[],0,3,2012-07-18 04:11:31,2012-07-11 04:26:24,False
356,Fix warnings when building build_log_test.cc,https://github.com/ninja-build/ninja/issues/356,closed,[],0,[],0,2,2012-07-27 20:02:58,2012-07-09 19:10:22,False
354,Stop leaking BuildStatus in Builder class.,https://github.com/ninja-build/ninja/issues/354,closed,"[Label(name=""cleanup"")]",1,[],0,3,2015-11-12 00:53:13,2012-07-07 22:32:31,False
353,"""Inline"" Browse Command on Win32",https://github.com/ninja-build/ninja/issues/353,open,"[Label(name=""windows"")]",1,[],0,3,,2012-07-05 01:57:40,False
344,Incorrect quoting of response file name when target contains spaces,https://github.com/ninja-build/ninja/issues/344,open,"[Label(name=""windows"")]",1,[],0,4,,2012-06-27 22:10:50,False
327,depfile parser can't read pathes with ) and (,https://github.com/ninja-build/ninja/issues/327,closed,[],0,[],0,2,2012-06-14 12:38:33,2012-06-12 12:33:50,False
326,Slow down on big tool output,https://github.com/ninja-build/ninja/issues/326,open,"[Label(name=""feature""), Label(name=""frontend"")]",2,[],0,0,,2012-06-12 09:31:13,False
317,Add option to force rebuild,https://github.com/ninja-build/ninja/issues/317,closed,"[Label(name=""feature"")]",1,[],0,32,2018-04-05 13:59:10,2012-05-26 16:41:26,False
308,depfile can create redundant input edge,https://github.com/ninja-build/ninja/issues/308,open,"[Label(name=""bug"")]",1,[],0,5,,2012-05-09 21:41:36,False
295,Restat behavior for a missing input,https://github.com/ninja-build/ninja/issues/295,closed,[],0,[],0,2,2012-07-27 18:34:00,2012-05-04 12:19:06,False
292,ninja will not regenerate overwritten output,https://github.com/ninja-build/ninja/issues/292,closed,[],0,[],0,2,2012-05-12 18:45:57,2012-05-03 22:29:02,False
281,DiskInterfaceTest.StatBadPath has error output,https://github.com/ninja-build/ninja/issues/281,closed,[],0,[],0,1,2012-07-27 19:50:20,2012-04-27 17:56:59,False
277,[win] CanonicalizePath doesn't recognize backslash as a path separator,https://github.com/ninja-build/ninja/issues/277,open,"[Label(name=""windows"")]",1,[],0,3,,2012-04-22 19:22:49,False
267,Feature request -- print elapsed time,https://github.com/ninja-build/ninja/issues/267,open,"[Label(name=""feature""), Label(name=""frontend"")]",2,[],0,2,,2012-04-12 09:09:33,False
264,Allow verbose build,https://github.com/ninja-build/ninja/issues/264,closed,[],0,[],0,4,2012-04-10 23:34:12,2012-03-30 23:17:48,False
261,bootstrap fails after cleaning,https://github.com/ninja-build/ninja/issues/261,closed,[],0,[],0,2,2012-04-05 00:21:57,2012-03-27 16:36:35,False
248,Add a Windows version of SetCloseOnExec(),https://github.com/ninja-build/ninja/issues/248,closed,[],0,[],0,0,2012-03-14 09:10:21,2012-03-13 15:44:15,False
